Feature,Importance
eye_lmk_Y_50,1.5529656764883976e-05
AU45_r,1.5484271574946914e-05
Y_4,1.544928031730071e-05
p_tx,1.5446603900992704e-05
p_33,1.476066170000587e-05
x_38,1.4590744528593846e-05
eye_lmk_y_53,1.4492286032733036e-05
eye_lmk_y_28,1.4261033868007206e-05
pose_Tx,1.3657962169020398e-05
X_43,1.3576193812919986e-05
x_1,1.3252239604354267e-05
eye_lmk_Y_30,1.2808174835085997e-05
eye_lmk_Z_39,1.2126807976744801e-05
X_47,1.1950716897892845e-05
eye_lmk_Z_31,1.1943079298565865e-05
eye_lmk_Z_11,1.0868948458300932e-05
x_48,1.081449622211049e-05
y_26,1.0597442908447938e-05
p_28,8.049420607885208e-06
eye_lmk_x_48,7.99425306883212e-06
AU25_r,7.970020721086053e-06
eye_lmk_X_53,7.925150395006432e-06
eye_lmk_x_41,5.006711213940069e-06
AU09_r,3.0412508214695123e-06
x_18,0.0
eye_lmk_Z_26,0.0
AU09_c,0.0
x_61,0.0
AU14_c,0.0
AU15_c,0.0
AU17_c,0.0
eye_lmk_Z_25,0.0
eye_lmk_x_13,0.0
AU25_c,0.0
AU26_c,0.0
eye_lmk_Z_23,0.0
AU28_c,0.0
eye_lmk_Z_13,0.0
AU07_c,0.0
x_42,0.0
eye_lmk_x_9,0.0
eye_lmk_x_6,0.0
y_14,0.0
eye_lmk_x_17,0.0
x_5,0.0
x_4,0.0
eye_lmk_x_0,0.0
x_3,0.0
x_32,0.0
x_44,0.0
AU20_r,0.0
eye_lmk_x_7,0.0
AU23_r,0.0
AU01_c,0.0
AU02_c,0.0
eye_lmk_x_5,0.0
x_31,0.0
eye_lmk_X_24,0.0
eye_lmk_Y_51,0.0
eye_lmk_Y_21,0.0
eye_lmk_y_37,0.0
eye_lmk_Y_13,0.0
eye_lmk_y_44,0.0
eye_lmk_y_45,0.0
eye_lmk_y_46,0.0
eye_lmk_y_47,0.0
eye_lmk_y_48,0.0
eye_lmk_Y_8,0.0
eye_lmk_y_49,0.0
Y_6,0.0
Z_14,0.0
eye_lmk_X_5,0.0
