Feature,Importance
Y_26,-0.0024271844660194164
eye_lmk_X_48,-0.0024271844660194164
eye_lmk_x_6,-0.0024271844660194164
eye_lmk_x_22,-0.0024271844660194164
Y_28,-0.0024271844660194164
eye_lmk_X_47,-0.0024271844660194164
eye_lmk_x_1,-0.0024271844660194164
eye_lmk_x_24,-0.0024271844660194164
eye_lmk_x_15,-0.0024271844660194164
eye_lmk_X_46,-0.0024271844660194164
Y_31,-0.0024271844660194164
eye_lmk_y_38,-0.0024271844660194164
Y_43,-0.0024271844660194164
eye_lmk_y_6,-0.0024271844660194164
eye_lmk_y_8,-0.0024271844660194164
Z_10,-0.0024271844660194164
Z_11,-0.0024271844660194164
eye_lmk_y_16,-0.0024271844660194164
Z_15,-0.0024271844660194164
eye_lmk_X_12,-0.0024271844660194164
Z_64,-0.0024271844660194164
eye_lmk_y_21,-0.0024271844660194164
eye_lmk_y_22,-0.0024271844660194164
eye_lmk_y_23,-0.0024271844660194164
Z_57,-0.0024271844660194164
eye_lmk_y_25,-0.0024271844660194164
eye_lmk_y_26,-0.0024271844660194164
eye_lmk_X_3,-0.0024271844660194164
eye_lmk_X_2,-0.0024271844660194164
eye_lmk_y_27,-0.0024271844660194164
eye_lmk_y_28,-0.0024271844660194164
eye_lmk_y_45,-0.0024271844660194164
eye_lmk_y_30,-0.0024271844660194164
eye_lmk_y_43,-0.0024271844660194164
eye_lmk_y_40,-0.0024271844660194164
eye_lmk_y_34,-0.0024271844660194164
Z_47,-0.0024271844660194164
eye_lmk_y_7,-0.0024271844660194164
eye_lmk_y_4,-0.0024271844660194164
Y_48,-0.0024271844660194164
Z_2,-0.0024271844660194164
Y_49,-0.0024271844660194164
eye_lmk_X_34,-0.0024271844660194164
Y_51,-0.0024271844660194164
Y_53,-0.0024271844660194164
Y_54,-0.0024271844660194164
Y_55,-0.0024271844660194164
eye_lmk_x_42,-0.0024271844660194164
eye_lmk_x_45,-0.0024271844660194164
Y_58,-0.0024271844660194164
eye_lmk_x_46,-0.0024271844660194164
eye_lmk_x_49,-0.0024271844660194164
eye_lmk_x_50,-0.0024271844660194164
eye_lmk_X_27,-0.0024271844660194164
eye_lmk_x_51,-0.0024271844660194164
Y_64,-0.0024271844660194164
eye_lmk_x_53,-0.0024271844660194164
eye_lmk_x_55,-0.0024271844660194164
Y_66,-0.0024271844660194164
Y_67,-0.0024271844660194164
Z_0,-0.0024271844660194164
eye_lmk_y_0,-0.0024271844660194164
eye_lmk_y_1,-0.0024271844660194164
eye_lmk_y_2,-0.0024271844660194164
Y_19,-0.0024271844660194164
x_60,-0.0024271844660194164
eye_lmk_X_53,-0.0024271844660194164
x_52,-0.0024271844660194164
eye_lmk_Z_18,-0.0024271844660194164
x_61,-0.0024271844660194164
x_62,-0.0024271844660194164
x_66,-0.0024271844660194164
x_67,-0.0024271844660194164
y_1,-0.0024271844660194164
y_3,-0.0024271844660194164
eye_lmk_Z_3,-0.0024271844660194164
eye_lmk_Z_2,-0.0024271844660194164
y_11,-0.0024271844660194164
y_13,-0.0024271844660194164
Y_16,-0.0024271844660194164
y_15,-0.0024271844660194164
y_16,-0.0024271844660194164
y_20,-0.0024271844660194164
y_22,-0.0024271844660194164
y_23,-0.0024271844660194164
y_25,-0.0024271844660194164
y_31,-0.0024271844660194164
y_33,-0.0024271844660194164
y_34,-0.0024271844660194164
y_36,-0.0024271844660194164
y_38,-0.0024271844660194164
y_39,-0.0024271844660194164
y_40,-0.0024271844660194164
y_42,-0.0024271844660194164
y_43,-0.0024271844660194164
x_53,-0.0024271844660194164
eye_lmk_Z_19,-0.0024271844660194164
y_50,-0.0024271844660194164
x_49,-0.0024271844660194164
pose_Tx,-0.0024271844660194164
pose_Ty,-0.0024271844660194164
eye_lmk_Z_44,-0.0024271844660194164
x_2,-0.0024271844660194164
x_3,-0.0024271844660194164
x_4,-0.0024271844660194164
x_7,-0.0024271844660194164
x_8,-0.0024271844660194164
x_10,-0.0024271844660194164
eye_lmk_Z_39,-0.0024271844660194164
eye_lmk_Z_36,-0.0024271844660194164
eye_lmk_Z_33,-0.0024271844660194164
x_21,-0.0024271844660194164
x_27,-0.0024271844660194164
x_28,-0.0024271844660194164
x_29,-0.0024271844660194164
x_33,-0.0024271844660194164
eye_lmk_Z_27,-0.0024271844660194164
x_37,-0.0024271844660194164
x_38,-0.0024271844660194164
x_39,-0.0024271844660194164
x_41,-0.0024271844660194164
x_42,-0.0024271844660194164
eye_lmk_Z_26,-0.0024271844660194164
x_44,-0.0024271844660194164
x_46,-0.0024271844660194164
x_48,-0.0024271844660194164
y_46,-0.0024271844660194164
eye_lmk_Y_55,-0.0024271844660194164
X_24,-0.0024271844660194164
X_20,-0.0024271844660194164
X_56,-0.0024271844660194164
X_7,-0.0024271844660194164
X_9,-0.0024271844660194164
X_55,-0.0024271844660194164
X_11,-0.0024271844660194164
X_12,-0.0024271844660194164
X_51,-0.0024271844660194164
X_13,-0.0024271844660194164
X_49,-0.0024271844660194164
X_18,-0.0024271844660194164
X_19,-0.0024271844660194164
X_47,-0.0024271844660194164
X_21,-0.0024271844660194164
